~product~units~price~order_number
43~Huevos grandes L~2~8.1~13879881
44~Pechugas enteras de pollo~1~6.77~13879881
45~Medallones pechuga de pollo marinado~1~3.98~13879881
46~Aguacates~1~2.91~13879881
47~Salsa césar Hacendado~1~1.4~13821013
48~Mostaza clásica Hacendado~1~1.25~13821013
49~Toallitas limpiadoras desengrasantes de Cocina Bosque Verde~1~1.3~13821013
50~Servilleta papel Bosque Verde~1~1.4~13821013
51~Queso de cabra Président en medallones~1~3.32~13821013
52~Pan de molde 100% integral Hacendado~1~0.95~13821013
53~Jabón de manos Beauty Cream Bar Dove pastilla~1~2.6~13821013
54~Bebida de almendras zero Hacendado~1~1.45~13821013
55~Dentífrico Protección Caries Colgate~1~1.85~13821013
56~Salteado de setas Hacendado ultracongeladas~1~1.73~13821013
57~Pimiento rojo y verde Hacendado ultracongelado~1~1.06~13821013
58~Espárrago verde troceado Hacendado ultracongelado~1~2.4~13821013
59~Sazonador pollo y carne Hacendado~1~1.5~13821013
60~Pimentón picante Hacendado~1~1.35~13821013
61~Judía verde redonda~1~2.2~13821013
62~Barquillos con crema de avellanas Hacendado~1~1.5~13821013
63~Arándanos~1~2.78~13821013
64~Preparado de carne picada vacuno~1~7.45~13821013
65~Pudding +Proteínas caramelo Hacendado 12 g proteínas~1~1.95~13821013
66~Espárrago verde grueso~1~3.26~13821013
67~Banana~5~1.24~13821013
68~Ensalada mezcla brotes tiernos maxi~1~1.68~13821013
69~Huevos grandes L~2~8.1~13821013
70~Aguacates~1~2.77~13821013
71~Pechugas enteras de pollo~1~6.07~13821013
72~Medallones pechuga de pollo marinado~1~3.39~13821013
73~Judía verde redonda~1~2.2~13759447
74~Barquillos con crema de avellanas Hacendado~1~1.5~13759447
75~Arándanos~1~2.78~13759447
76~Pechuga de pavo bajo en sal Hacendado finas lonchas~1~3.37~13759447
77~Palitos de zanahoria~1~1.78~13759447
78~Papel higiénico húmedo WC Bosque Verde~1~1.55~13759447
79~Cebolla troceada Hacendado ultracongelada~1~0.96~13759447
80~Leche desnatada sin lactosa Hacendado~2~1.94~13759447
81~Preparado de carne picada vacuno~1~7.45~13759447
82~Pudding +Proteínas caramelo Hacendado 12 g proteínas~1~1.95~13759447
83~Espárrago verde grueso~1~3.26~13759447
84~Banana~5~1.32~13759447
85~Ensalada mezcla brotes tiernos maxi~1~1.68~13759447
86~Huevos grandes L~1~4.05~13759447
87~Aguacates~1~2.63~13759447
88~Pechugas enteras de pollo~1~7.67~13759447
89~Medallones pechuga de pollo marinado~1~3.98~13759447
90~Medallones pechuga de pollo marinado~1~3.8~13759447
91~Judía verde redonda~1~2.2~13703740
92~Barquillos con crema de avellanas Hacendado~1~1.5~13703740
93~Refresco Coca-Cola Zero Zero~1~9.84~13703740
94~Arándanos~1~2.78~13703740
95~Pechuga de pavo bajo en sal Hacendado finas lonchas~1~3.37~13703740
96~Palitos de zanahoria~1~1.78~13703740
97~Papel higiénico húmedo WC Bosque Verde~1~1.55~13703740
98~Cebolla troceada Hacendado ultracongelada~1~0.96~13703740
99~Leche desnatada sin lactosa Hacendado~2~1.94~13703740
100~Preparado de carne picada vacuno~1~7.45~13703740
101~Pudding +Proteínas caramelo Hacendado 12 g proteínas~1~1.95~13703740
102~Espárrago verde grueso~1~3.26~13703740
103~Tomate pera~2~0.51~13703740
104~Banana~5~1.14~13703740
105~Ensalada mezcla brotes tiernos maxi~1~1.68~13703740
106~Huevos grandes L~1~4.09~13703740
107~Pechugas enteras de pollo~1~7.32~13703740
108~Aguacates~1~2.61~13703740
109~Medallones pechuga de pollo marinado~1~4.54~13703740
110~Medallones pechuga de pollo marinado~1~4.06~13703740
111~Sal fina Hacendado~1~0.3~13640454
112~Aceite de oliva virgen extra Hacendado~1~2.34~13640454
113~Chili con carne Hacendado~1~2.6~13640454
114~Fajitas pollo y verduras~2~7.98~13640454
115~Salteado de setas Hacendado ultracongeladas~1~1.73~13640454
116~Muesli Crunchy Hacendado sin azúcares añadidos~1~1.95~13640454
117~Edulcorante en sobres stevia Hacendado~1~2.0~13640454
118~Vinagre de Limpieza Bosque Verde concentrado~1~0.8~13640454
119~Café molido natural Hacendado~1~3.2~13640454
120~Detergente ropa All in 1 Ariel Pods en cápsulas~1~8.8~13640454
121~Papel higiénico Suave Bosque Verde~1~3.5~13640454
122~Maxi tortillas de trigo Hacendado~1~1.6~13640454
123~Palitos de zanahoria~1~1.78~13640454
124~Hummus de garbanzos Hacendado con olivas de kalamata~1~1.45~13640454
125~Arroz largo Hacendado~1~1.3~13640454
126~Cebollas~1~2.3~13640454
127~Spaghetti Hacendado~1~1.24~13640454
128~Jamón serrano Incarlopsa lonchas~1~3.58~13640454
129~Salsa boloñesa Hacendado~1~1.2~13640454
130~Salsa de tomate, albahaca y orégano Hacendado~1~1.2~13640454
131~Pan de molde 100% integral Hacendado~1~0.95~13640454
132~Leche desnatada sin lactosa Hacendado~2~1.94~13640454
133~Preparado de carne picada vacuno~1~7.45~13640454
134~Pimiento rojo~1~1.03~13640454
135~Pudding +Proteínas caramelo Hacendado 12 g proteínas~1~1.95~13640454
136~Espárrago verde grueso~1~3.26~13640454
137~Tomate pera~3~0.94~13640454
138~Banana~5~1.49~13640454
139~Ensalada mezcla brotes tiernos maxi~1~1.68~13640454
140~Huevos grandes L~1~4.09~13640454
141~Pechugas enteras de pollo~1~5.54~13640454
142~Queso de oveja Entrepinares lonchas~1~2.35~13640454
143~Medallones pechuga de pollo marinado~1~4.25~13640454
144~Aguacates~1~2.98~13640454
145~Remolacha cocida y pelada~2~1.7~13580934
146~Pan de molde 100% integral Hacendado~1~0.95~13580934
147~Chili con carne Hacendado~1~2.6~13580934
148~Bebida de almendras zero Hacendado~1~1.45~13580934
149~Espárrago verde troceado Hacendado ultracongelado~1~2.4~13580934
150~Servilleta papel Bosque Verde~1~1.4~13580934
151~Muesli Crunchy Hacendado con frutos secos~1~2.0~13580934
152~Leche desnatada sin lactosa Hacendado~2~1.94~13580934
153~Arándanos~1~2.78~13580934
154~Fajitas pollo y verduras~2~7.98~13580934
155~Preparado de carne picada vacuno~1~7.45~13580934
156~Pimiento rojo~1~0.95~13580934
157~Pudding +Proteínas caramelo Hacendado 12 g proteínas~1~1.7~13580934
158~Espárrago verde grueso~1~3.26~13580934
159~Tomate pera~1~0.26~13580934
160~Banana~3~0.88~13580934
161~Ensalada mezcla brotes tiernos maxi~1~1.68~13580934
162~Huevos grandes L~2~8.18~13580934
163~Medallones pechuga de pollo marinado~1~3.67~13580934
164~Aguacates~1~2.55~13580934
165~Pechugas enteras de pollo~1~5.99~13580934
166~Pechuga de pavo bajo en sal Hacendado finas lonchas~1~3.37~13546313
167~Queso de cabra Président en medallones~1~3.32~13546313
168~Leche desnatada sin lactosa Hacendado~1~0.97~13546313
169~Pasta tiburón Hacendado~1~0.76~13546313
170~Bolsa de basura envases Bosque Verde 30L cubo mediano~1~1.65~13546313
171~Tequeños de queso Hacendado ultracongelados~1~4.65~13546313
172~Papel higiénico húmedo WC Bosque Verde~1~1.55~13546313
173~Helado vegetal mini a base de anacardo con crema de pistacho Hacendado~1~2.7~13546313
174~Anacardo natural Hacendado~1~2.5~13546313
175~Arándanos~1~2.78~13546313
176~Ambientador automático Caramel Bosque Verde~1~1.9~13546313
177~Judía verde redonda~1~2.2~13546313
178~Palitos de zanahoria~1~1.68~13546313
179~Fajitas pollo y verduras~2~7.98~13546313
180~Preparado de carne picada vacuno~1~7.45~13546313
181~Pimiento rojo~1~0.88~13546313
182~Pudding +Proteínas caramelo Hacendado 12 g proteínas~1~1.7~13546313
183~Espárrago verde grueso~1~3.26~13546313
184~Tomate pera~1~0.26~13546313
185~Banana~5~1.21~13546313
186~Ensalada mezcla brotes tiernos maxi~1~1.68~13546313
187~Huevos grandes L~2~8.18~13546313
188~Aguacates~1~2.62~13546313
189~Apio verde~1~1.21~13546313
190~Pechugas enteras de pollo~1~8.19~13546313
191~Medallones pechuga de pollo marinado~1~3.61~13546313
192~Barquillos con crema de avellanas Hacendado~1~1.5~13507140
193~Muesli Crunchy Hacendado sin azúcares añadidos~1~1.65~13507140
194~Leche desnatada sin lactosa Hacendado~1~0.97~13507140
195~Bebida de almendras zero Hacendado~1~1.45~13507140
196~Dentífrico Protección Caries Colgate~1~1.85~13507140
197~Aceite de oliva virgen extra Hacendado~1~2.34~13507140
198~Salteado de setas Hacendado ultracongeladas~1~1.73~13507140
199~Arroz negro Hacendado ultracongelado~1~2.5~13507140
200~Chili con carne Hacendado~1~2.6~13507140
201~Fajitas pollo y verduras~2~7.98~13507140
202~Preparado de carne picada vacuno~1~7.45~13507140
203~Queso Cheddar Hacendado lonchas~1~1.92~13507140
204~Pimiento rojo~1~0.92~13507140
205~Pudding +Proteínas caramelo Hacendado 12 g proteínas~1~1.7~13507140
206~Espárrago verde grueso~1~3.26~13507140
207~Maxi tortillas de trigo Hacendado~1~1.6~13507140
208~Pan de molde 100% integral Hacendado~1~0.95~13507140
209~Refresco Coca-Cola Zero Zero~1~8.64~13507140
210~Tomate pera~1~0.25~13507140
211~Banana~4~0.98~13507140
212~Ensalada mezcla brotes tiernos maxi~1~1.68~13507140
213~Huevos grandes L~1~4.09~13507140
214~Eneldo hojas Hacendado~1~1.85~13449668
215~Queso de cabra Président en medallones~1~3.32~13449668
216~Zumo pura naranja Hacendado~2~2.1~13449668
217~Redondos frescos berenjena, tomate y mozzarella Bel Canto~1~2.24~13449668
218~Salsa de tomate, albahaca y orégano Hacendado~1~1.2~13449668
219~Barrita con proteínas Enervit Sport sabor chocolate negro~1~4.9~13449668
220~Papel de Aluminio Bosque Verde~1~2.3~13449668
221~Pimiento rojo~1~0.86~13449668
222~Pimiento rojo y verde Hacendado ultracongelado~1~1.06~13449668
223~Salsa barbacoa Hacendado~1~1.15~13449668
224~Pudding +Proteínas caramelo Hacendado 12 g proteínas~1~1.7~13449668
225~Palitos de zanahoria~1~1.68~13449668
226~Salsa césar Hacendado~1~1.25~13449668
227~Patatas~1~4.23~13449668
228~Espárrago verde grueso~1~3.26~13449668
229~Pechuga de pavo bajo en sal Hacendado finas lonchas~1~3.37~13449668
230~Maxi tortillas de trigo Hacendado~1~1.6~13449668
231~Pan de molde 100% integral Hacendado~1~0.95~13449668
232~Muesli Crunchy Hacendado sin azúcares añadidos~1~1.65~13449668
233~6 Caracolas rellenas de cacao~1~1.6~13449668
234~Refresco Coca-Cola Zero Zero~1~8.64~13449668
235~Tomate pera~3~0.71~13449668
236~Banana~6~1.72~13449668
237~Ensalada mezcla brotes tiernos maxi~1~1.68~13449668
238~Huevos grandes L~2~8.18~13449668
239~Salmón ahumado Hacendado~1~12.23~13449668
240~Aguacates~1~2.55~13449668
241~Activador Blanqueante ropa blanca Bosque Verde en polvo~1~3.1~13397754
242~Activador quitamanchas ropa de color Oxi Active Bosque Verde en polvo~1~3.1~13397754
243~Disuelve manchas Bosque Verde~1~2.1~13397754
244~Pudding +Proteínas caramelo Hacendado 12 g proteínas~1~1.7~13397754
245~Bebida de almendras zero Hacendado~1~1.45~13397754
246~Queso de cabra Président en medallones~1~3.32~13397754
247~Pan de molde 100% integral familiar Hacendado~1~1.25~13397754
248~Champú anticaspa Classic H&S~1~4.25~13397754
249~Espárrago verde grueso~1~3.26~13397754
250~Chili con carne Hacendado~1~2.6~13397754
251~Fajitas pollo y verduras~2~7.98~13397754
252~Espárrago verde troceado Hacendado ultracongelado~1~2.4~13397754
253~Acondicionador Repara & Protege Pantene~1~3.0~13397754
254~Toallitas limpiadoras desengrasantes de Cocina Bosque Verde~1~1.3~13397754
255~Café molido natural Hacendado~1~3.0~13397754
256~Aceite de oliva virgen extra Hacendado~1~2.34~13397754
257~Preparado de carne picada vacuno y cerdo~1~6.7~13397754
258~Muesli Crunchy Hacendado sin azúcares añadidos~1~1.65~13397754
259~6 Caracolas rellenas de cacao~1~1.6~13397754
260~Refresco Coca-Cola Zero Zero~1~8.64~13397754
261~Barquillos con crema de avellanas Hacendado~1~1.5~13397754
262~Tomate pera~2~0.44~13397754
263~Banana~5~1.33~13397754
264~Leche desnatada sin lactosa Hacendado~1~0.97~13397754
265~Ensalada mezcla brotes tiernos maxi~1~1.68~13397754
266~Huevos grandes L~2~8.18~13397754
267~Pechugas enteras de pollo~1~5.99~13397754
268~Aguacates~1~2.52~13397754
269~Cava brut nature Raimat~1~7.79~13374140
270~Jamón serrano Incarlopsa lonchas~1~3.58~13374140
271~Queso de cabra Hacendado rulo~1~2.35~13374140
272~Mantequilla con sal Hacendado~1~2.15~13374140
273~Pimiento rojo~1~0.72~13374140
274~Preparado de carne picada vacuno y cerdo~1~6.7~13374140
275~Muesli Crunchy Hacendado sin azúcares añadidos~1~1.65~13374140
276~6 Caracolas rellenas de cacao~1~1.6~13374140
277~Edulcorante en sobres stevia Hacendado~1~2.0~13374140
278~Refresco Coca-Cola Zero Zero~1~8.64~13374140
279~Barquillos con crema de avellanas Hacendado~1~1.5~13374140
280~Tomate pera~2~0.42~13374140
281~Banana~3~0.71~13374140
282~Leche desnatada sin lactosa Hacendado~1~1.01~13374140
283~Ensalada mezcla brotes tiernos maxi~1~1.75~13374140
284~Huevos grandes L~2~8.5~13374140
285~Pechugas enteras de pollo~1~6.2~13374140
286~Medallones pechuga de pollo marinado~1~4.49~13374140
287~Medallones pechuga de pollo marinado~1~3.6~13374140
288~Aguacates~1~2.89~13374140
289~Uva roja sin semillas~1~2.52~13374140
290~Hummus de garbanzos Hacendado con pimiento del piquillo asado~1~1.45~13315781
291~Judía verde redonda~1~2.29~13315781
292~Muesli Crunchy Hacendado sin azúcares añadidos~1~1.65~13315781
293~Edulcorante en sobres stevia Hacendado~1~2.0~13315781
294~Pimiento verde freír~1~0.4~13315781
295~Refresco Coca-Cola Zero Zero~1~8.64~13315781
296~Detergente ropa All in 1 Ariel Pods en cápsulas~1~8.8~13315781
297~Papel higiénico húmedo WC Bosque Verde~1~1.55~13315781
298~Papel higiénico Suave Bosque Verde~1~3.5~13315781
299~Natillas +Proteínas sabor vainilla Hacendado 12 g proteínas~1~1.7~13315781
300~Cebollas~1~1.55~13315781
301~Patatas especial para freir~1~3.05~13315781
302~Chili con carne Hacendado~1~2.6~13315781
303~Fajitas pollo y verduras~2~7.98~13315781
304~Maxi tortillas de trigo Hacendado~1~1.6~13315781
305~Barquillos con crema de avellanas Hacendado~1~1.5~13315781
306~Servilleta papel Bosque Verde~1~1.4~13315781
307~Aceite de oliva virgen extra Hacendado~1~2.45~13315781
308~Bebida de almendras zero Hacendado~1~1.4~13315781
309~Pan de molde 100% integral Hacendado~1~0.95~13315781
310~Espárrago verde grueso~1~3.39~13315781
311~Tomate pera~2~0.48~13315781
312~Banana~3~0.83~13315781
313~Leche desnatada sin lactosa Hacendado~3~3.03~13315781
314~Ensalada mezcla brotes tiernos maxi~1~1.75~13315781
315~Huevos grandes L~2~8.5~13315781
316~Calabaza cacahuete cortada a trozos~1~1.93~13315781
317~Aguacates~1~2.72~13315781
318~Medallones pechuga de pollo marinado~1~3.93~13315781
319~Medallones pechuga de pollo marinado~1~4.32~13315781
320~Queso de oveja Entrepinares lonchas~1~2.44~13315781
321~Barquillos con crema de avellanas Hacendado~1~1.5~13253776
322~Helado almendrado Hacendado~1~2.5~13253776
323~Mandarina~4~1.0~13253776
324~Espárrago verde troceado Hacendado ultracongelado~1~2.5~13253776
325~Salteado de setas Hacendado ultracongeladas~1~1.8~13253776
326~Pechuga de pavo Hacendado finas lonchas~1~3.15~13253776
327~Bebida de almendras zero Hacendado~1~1.4~13253776
328~Cebolla troceada Hacendado ultracongelada~1~1.0~13253776
329~Cebollas~1~1.55~13253776
330~Arroz basmati aromático Hacendado~1~2.5~13253776
331~Pan de molde 100% integral Hacendado~1~0.95~13253776
332~Chili con carne Hacendado~1~2.6~13253776
333~Fajitas pollo y verduras~2~7.98~13253776
334~Vela perfumada Té Chai Bosque Verde~1~1.65~13253776
335~Jabón de manos Beauty Cream Bar Dove pastilla~1~2.6~13253776
336~Espárrago verde grueso~1~3.39~13253776
337~Tomate pera~3~0.58~13253776
338~Preparado de carne picada vacuno y cerdo~1~5.74~13253776
339~Banana~5~1.15~13253776
340~Muesli Crunchy Hacendado con frutos secos~1~1.75~13253776
341~Leche desnatada sin lactosa Hacendado~2~2.02~13253776
342~Ensalada mezcla brotes tiernos maxi~1~1.75~13253776
343~Huevos grandes L~2~8.5~13253776
344~6 Caracolas rellenas de cacao~1~1.6~13253776
345~Aguacates~1~2.67~13253776
346~Queso de oveja Entrepinares lonchas~1~2.37~13253776
347~Pechugas enteras de pollo~1~6.28~13253776
348~Medallones pechuga de pollo marinado~1~3.61~13253776
349~Medallones pechuga de pollo marinado~1~3.98~13253776
350~6 Caracolas rellenas de cacao~1~1.6~13220829
351~Snacks gato rellenos con salmón y malta Compy~1~1.1~13220829
352~Cilantro~1~1.25~13220829
353~Arándanos~1~2.89~13220829
354~Pimientos tricolor rojo, amarillo y verde~1~1.79~13220829
355~Galletas cacahuete y chocolate Hacendado~1~1.35~13220829
356~Cereales Peanut Balls Hacendado bolas de maíz y crema de cacahuete~1~1.95~13220829
357~Crema de cacahuete 100% Crunchy Hacendado~1~3.1~13220829
358~Ajo granulado Hacendado~1~0.85~13220829
359~Jengibre molido Hacendado~1~1.4~13220829
360~Pimiento rojo y verde Hacendado ultracongelado~1~1.1~13220829
361~Cúrcuma Hacendado~1~1.25~13220829
362~Leche de coco Dee Thai~1~1.5~13220829
363~Natillas +Proteínas chocolate Hacendado 1,3 g m.g 10 g proteínas~1~1.7~13220829
364~Barquillos con crema de avellanas Hacendado~1~1.5~13220829
365~Bicarbonato sódico Hacendado~1~1.0~13220829
366~Impulsor gasificante en polvo Royal uso alimentario~1~2.25~13220829
367~Papel vegetal Bosque Verde~1~1.7~13220829
368~Papel higiénico húmedo WC Bosque Verde~1~1.55~13220829
369~Canela molida Hacendado~1~0.85~13220829
370~Bebida de almendras zero Hacendado~1~1.4~13220829
371~Dentífrico Protección Caries Colgate~1~1.85~13220829
372~Refresco Coca-Cola Zero Zero~1~9.36~13220829
373~Vinagre de Limpieza Bosque Verde concentrado~1~0.8~13220829
374~Plátano macho~2~1.29~13220829
375~Cereales rellenos de chocolate y avellana Hacendado~1~1.95~13220829
376~Espárrago verde grueso~2~6.78~13220829
377~Tomate pera~1~0.25~13220829
378~Banana~3~0.83~13220829
379~Ensalada mezcla brotes tiernos maxi~1~1.75~13220829
380~Huevos grandes L~1~4.25~13220829
381~Pechugas enteras de pollo~1~7.56~13220829
382~Calabaza cacahuete cortada a trozos~1~2.15~13220829
383~Aguacates~1~2.45~13220829
384~Dentífrico Protección Caries Colgate~1~1.85~13151497
385~Toallitas bebé frescas & perfumadas Deliplus~1~1.05~13151497
386~Servilleta papel Cocktail Bosque Verde~1~2.2~13151497
387~Jamón serrano Incarlopsa lonchas~1~3.58~13151497
388~Salsa césar Hacendado~1~1.25~13151497
389~Cebollas~1~1.55~13151497
390~Helado mini cucurucho nata Hacendado~1~2.55~13151497
391~Plátano macho~2~1.51~13151497
392~Judía verde redonda~1~2.29~13151497
393~Helado almendrado Hacendado~1~2.5~13151497
394~Cereales rellenos de chocolate y avellana Hacendado~1~1.95~13151497
395~Chili con carne Hacendado~1~2.6~13151497
396~Fajitas pollo y verduras~2~7.98~13151497
397~Refresco Coca-Cola Zero azúcar~1~9.36~13151497
398~Espárrago verde grueso~2~5.98~13151497
399~Palitos de zanahoria~1~1.75~13151497
400~Tomate pera~2~0.37~13151497
401~Preparado de carne picada vacuno y cerdo~1~5.74~13151497
402~Arroz de secreto ibérico con setas Hacendado~1~3.0~13151497
403~Banana~6~1.82~13151497
404~Muesli Crunchy Hacendado con frutos secos~1~1.75~13151497
405~Leche desnatada sin lactosa Hacendado~1~1.01~13151497
406~Ensalada mezcla brotes tiernos maxi~1~1.75~13151497
407~Huevos grandes L~2~8.5~13151497
408~Pechugas de pavo pimentón~1~5.09~13151497
409~Aguacates~1~2.57~13151497
410~Lomo de cerdo adobado~1~3.16~13151497
411~Medallones pechuga de pollo marinado~1~3.9~13151497
412~Medallones pechuga de pollo marinado~1~3.69~13151497
413~Queso de oveja Entrepinares lonchas~1~2.44~13151497
414~Postre lácteo +Proteínas con arándanos Hacendado 0% m.g 10 g proteínas~1~1.55~13117832
415~Pan de molde 100% integral familiar Hacendado~1~1.25~13117832
416~Espárrago verde grueso~2~5.98~13117832
417~Remolacha cocida y pelada~2~1.7~13117832
418~Pimiento rojo~1~1.13~13117832
419~Palitos de zanahoria~1~1.75~13117832
420~Tomate pera~2~0.33~13117832
421~Preparado de carne picada vacuno y cerdo~1~5.74~13117832
422~Arroz de secreto ibérico con setas Hacendado~1~3.0~13117832
423~Banana~6~1.64~13117832
424~Muesli Crunchy Hacendado con frutos secos~1~1.75~13117832
425~Edulcorante en sobres stevia Hacendado~1~2.0~13117832
426~Leche desnatada sin lactosa Hacendado~3~2.88~13117832
427~Ensalada mezcla brotes tiernos maxi~1~1.75~13117832
428~Huevos grandes L~2~8.5~13117832
429~6 Caracolas rellenas de cacao~1~1.6~13117832
430~Medallones pechuga de pollo marinado~1~3.68~13117832
431~Medallones pechuga de pollo marinado~1~3.81~13117832
432~Queso de oveja Entrepinares lonchas~1~2.23~13117832
433~Aguacates~1~2.33~13117832
434~Ambientador automático Caramel Bosque Verde~1~1.9~13069090
435~Postre lácteo +Proteínas con arándanos Hacendado 0% m.g 10 g proteínas~1~1.55~13069090
436~Ensaladilla de cangrejo Hacendado~1~1.7~13069090
437~Lasaña boloñesa Hacendado~1~2.65~13069090
438~Pan de molde 100% integral familiar Hacendado~1~1.25~13069090
439~Toallitas limpiadoras de Muebles Bosque Verde~1~1.35~13069090
440~Gotas de chocolate negro para fundir Hacendado~2~3.2~13069090
441~Patatas especial para freir~1~3.05~13069090
442~Espárrago verde grueso~2~5.98~13069090
443~Remolacha cocida y pelada~2~1.7~13069090
444~Pimientos semipicantes~1~1.15~13069090
445~Pimiento rojo~1~0.98~13069090
446~Palitos de zanahoria~1~1.75~13069090
447~Tomate pera~2~0.43~13069090
448~Galletas crujientes chocolate y avena Hacendado~1~1.58~13069090
449~Galletas mini Oreo~1~1.65~13069090
450~Cereales rellenos de chocolate y avellana Hacendado~1~1.95~13069090
451~Muesli Hacendado con quinoa, chía y chocolate negro~1~1.95~13069090
452~Jamón serrano Incarlopsa lonchas~1~3.49~13069090
453~Pechuga de pavo Hacendado finas lonchas~1~3.15~13069090
454~Preparado de carne picada vacuno y cerdo~2~11.48~13069090
455~Maxi tortillas de trigo Hacendado~1~1.55~13069090
456~Chili con carne Hacendado~1~2.6~13069090
457~Fajitas pollo y verduras~2~7.98~13069090
458~Flautas de pollo y queso~1~1.6~13069090
459~Queso Cheddar Hacendado lonchas~1~1.9~13069090
460~Arroz de secreto ibérico con setas Hacendado~1~3.0~13069090
461~Banana~6~1.61~13069090
462~Café molido natural Hacendado~1~2.7~13069090
463~Muesli Crunchy Hacendado con frutos secos~1~1.75~13069090
464~Edulcorante en sobres stevia Hacendado~1~2.0~13069090
465~Refresco Coca-Cola Zero azúcar~1~9.36~13069090
466~Leche desnatada sin lactosa Hacendado~3~2.88~13069090
467~Ensalada mezcla brotes tiernos maxi~1~1.75~13069090
468~Huevos grandes L~2~8.5~13069090
469~6 Caracolas rellenas de cacao~1~1.6~13069090
470~Salteado de setas laminadas~1~1.81~13069090
471~Aguacates~1~2.45~13069090
472~Medallones pechuga de pollo marinado~1~3.73~13069090
473~Medallones pechuga de pollo marinado~1~4.64~13069090
474~Calabaza cacahuete cortada a trozos~1~1.79~13069090
475~Queso de oveja Entrepinares lonchas~1~2.52~13069090
476~Queso Cheddar Hacendado lonchas~1~1.9~13029815
477~Salsa de tomate, albahaca y orégano Hacendado~1~1.2~13029815
478~Cereales rellenos de chocolate y avellana Hacendado~1~1.95~13029815
479~Arroz de secreto ibérico con setas Hacendado~1~2.85~13029815
480~Pimiento verde freír~1~0.26~13029815
481~Arándanos~1~2.89~13029815
482~Banana~7~1.77~13029815
483~Detergente ropa All in 1 Ariel en cápsulas~1~7.75~13029815
484~Papel higiénico húmedo WC Bosque Verde~1~1.5~13029815
485~Café molido natural Hacendado~1~2.7~13029815
486~Muesli Crunchy Hacendado con frutos secos~1~1.75~13029815
487~Edulcorante en sobres stevia Hacendado~1~2.0~13029815
488~Pan de molde 100% integral Hacendado~1~0.95~13029815
489~Refresco Coca-Cola Zero azúcar~1~9.36~13029815
490~Leche desnatada sin lactosa Hacendado~2~1.92~13029815
491~Ensalada mezcla brotes tiernos maxi~1~1.75~13029815
492~Aceite de oliva virgen extra Hacendado~2~4.3~13029815
493~Servilleta papel Cocktail Bosque Verde~1~2.2~13029815
494~Huevos grandes L~2~7.9~13029815
495~6 Caracolas rellenas de cacao~1~1.6~13029815
496~Helado con coco mochi Hacendado~1~2.55~13029815
497~Avena molida Hacendado~2~2.3~13029815
498~Bebida de avena con café Hacendado~1~0.9~13029815
499~Barritas Sustitutivo de comida Belladieta sabor avena y chocolate con leche~1~3.1~13029815
500~Aguacates~1~2.28~13029815
501~Queso de oveja Entrepinares lonchas~1~2.48~13029815
502~Medallones pechuga de pollo marinado~1~4.64~13029815
503~Medallones pechuga de pollo marinado~1~4.82~13029815
504~Champiñón laminado limpio~1~1.72~13029815
505~Muesli Crunchy Hacendado con frutos secos~1~1.75~12950475
